"award","projname","projectnmbr","dateofaward","lgid","program","county"
"159.6","","","28-JUL-17","49010","SAR Tier 3","Pitkin"
"237.37","","","11-MAR-12","39023","SAR Tier 3","Mesa"
"223.43","","","12-AUG-13","39023","SAR Tier 3","Mesa"
"314.53","","","01-FEB-15","08003","SAR Tier 3","Chaffee"
"353.62","","","15-FEB-15","39023","SAR Tier 3","Mesa"
"320.13","","","19-NOV-15","39023","SAR Tier 3","Mesa"
"220.15","","","19-MAR-16","39023","SAR Tier 3","Mesa"
"153.9","","","03-MAR-16","08003","SAR Tier 3","Chaffee"
"168.81","","","15-AUG-17","08003","SAR Tier 3","Chaffee"
"323.96","","","10-AUG-18","14001","SAR Tier 3","Custer"
"1556.08","","","05-JAN-13","39023","SAR Tier 3","Mesa"
"203.4","","","30-MAY-13","39023","SAR Tier 3","Mesa"
"1056.03","","","26-MAR-14","39023","SAR Tier 3","Mesa"
"264.43","","","10-MAY-14","08003","SAR Tier 3","Chaffee"
"452.79","","","26-JUL-14","39023","SAR Tier 3","Mesa"
"501.05","","","25-JUL-19","14001","SAR Tier 3","Custer"
"212.67","","","09-JUL-17","08003","SAR Tier 3","Chaffee"
"113.77","","","06-AUG-12","08003","SAR Tier 3","Chaffee"
"402.5","","","27-AUG-12","08003","SAR Tier 3","Chaffee"
"617.06","","","03-SEP-16","08003","SAR Tier 3","Chaffee"
"12.72","","","23-JUN-12","26006","SAR Tier 3","Gunnison"
"446.6","","","24-MAR-16","39023","SAR Tier 3","Mesa"
"174.1","","","15-OCT-12","39023","SAR Tier 3","Mesa"
"185.84","","","11-MAR-13","08003","SAR Tier 3","Chaffee"
"362.74","","","02-OCT-15","39023","SAR Tier 3","Mesa"
"406.59","","","04-SEP-18","14001","SAR Tier 3","Custer"
"1101.78","","","01-JAN-17","21019","SAR Tier 3","El Paso"
"90","","","22-JUL-12","15006","SAR Tier 3","Delta"
"229.46","","","09-SEP-16","08003","SAR Tier 3","Chaffee"
"1098.12","","","11-APR-12","39023","SAR Tier 3","Mesa"
"486.8","","","20-JUL-13","49010","SAR Tier 3","Pitkin"
"1555.79","","","25-MAR-14","39023","SAR Tier 3","Mesa"
"249.63","","","10-JUL-17","08003","SAR Tier 3","Chaffee"
"943.65","","","02-DEC-16","39023","SAR Tier 3","Mesa"
"245.67","","","20-AUG-17","14001","SAR Tier 3","Custer"
"261.59","","","23-JUN-12","08003","SAR Tier 3","Chaffee"
"936.8","","","13-JUN-13","39023","SAR Tier 3","Mesa"
"180.42","","","09-JUL-14","08003","SAR Tier 3","Chaffee"
"328.85","","","10-AUG-14","08003","SAR Tier 3","Chaffee"
"471.9","","","03-SEP-15","14001","SAR Tier 3","Custer"
"388.04","","","13-JUL-16","08003","SAR Tier 3","Chaffee"
"796.81","","","24-MAR-14","39023","SAR Tier 3","Mesa"
"504.2","","","22-JUN-16","10003","SAR Tier 3","Clear Creek"
"399.69","","","30-SEP-12","39023","SAR Tier 3","Mesa"
"472.29","","","22-APR-13","39023","SAR Tier 3","Mesa"
"193.26","","","22-JUL-16","08003","SAR Tier 3","Chaffee"
"242.65","","","27-MAR-14","15006","SAR Tier 3","Delta"
"297","","","29-MAY-19","26006","SAR Tier 3","Gunnison"
"92.75","","","29-DEC-12","08003","SAR Tier 3","Chaffee"
"1752.13","","","08-AUG-13","14001","SAR Tier 3","Custer"
"171.89","","","13-FEB-16","39023","SAR Tier 3","Mesa"
"610.88","","","05-SEP-12","39023","SAR Tier 3","Mesa"
"34.98","","","25-DEC-12","15006","SAR Tier 3","Delta"
"212.8","","","01-JUL-15","39023","SAR Tier 3","Mesa"
"285.68","","","08-JAN-17","53006","SAR Tier 3","Rio Grande"
"37.1","","","17-AUG-12","08003","SAR Tier 3","Chaffee"
"161.49","","","11-JUL-14","08003","SAR Tier 3","Chaffee"
"152.6","","","16-JUN-14","49010","SAR Tier 3","Pitkin"
"157.7","","","25-MAR-15","39023","SAR Tier 3","Mesa"
"170.63","","","14-AUG-16","08003","SAR Tier 3","Chaffee"
"547.5","","","02-AUG-16","39023","SAR Tier 3","Mesa"
"188.22","","","18-OCT-17","08003","SAR Tier 3","Chaffee"
"355.38","","","23-JUN-12","26006","SAR Tier 3","Gunnison"
"849.99","","","01-JUL-15","08003","SAR Tier 3","Chaffee"
"205.86","","","20-AUG-16","08003","SAR Tier 3","Chaffee"
"30.21","","","17-AUG-12","08003","SAR Tier 3","Chaffee"
"181.79","","","10-AUG-13","08003","SAR Tier 3","Chaffee"
"524.24","","","13-AUG-12","54012","SAR Tier 3","Routt"
"460.26","","","13-DEC-12","39023","SAR Tier 3","Mesa"
"1965.28","","","09-SEP-16","08003","SAR Tier 3","Chaffee"
"425.13","","","15-JUL-17","08003","SAR Tier 3","Chaffee"
"156.06","","","19-NOV-16","08003","SAR Tier 3","Chaffee"
"288.9","","","12-JUL-15","08003","SAR Tier 3","Chaffee"
"194.35","","","05-SEP-16","08003","SAR Tier 3","Chaffee"
"838.68","","","20-JUL-17","08003","SAR Tier 3","Chaffee"
"159.6","","","16-JAN-17","39023","SAR Tier 3","Mesa"
"447.71","","","02-JUL-15","08003","SAR Tier 3","Chaffee"
"329.3","","","03-AUG-14","39023","SAR Tier 3","Mesa"
"2121.82","","","31-AUG-18","62023","SEV_DIST","Weld"
"2055.78","","","31-AUG-17","62023","SEV_DIST","Weld"
"2484.08","","","31-AUG-16","62023","SEV_DIST","Weld"
"6086.15","","","31-AUG-15","62023","SEV_DIST","Weld"
"9888.25","","","31-AUG-14","62023","SEV_DIST","Weld"
"7242.51","","","31-AUG-13","62023","SEV_DIST","Weld"
"3300.75","","","31-AUG-12","62023","SEV_DIST","Weld"
"42617.66","","","31-AUG-18","60015","SEV_DIST","Teller"
"30991.52","","","31-AUG-17","60015","SEV_DIST","Teller"
"31464.79","","","31-AUG-16","60015","SEV_DIST","Teller"
"101562.6","","","31-AUG-15","60015","SEV_DIST","Teller"
"93694.07","","","31-AUG-14","60015","SEV_DIST","Teller"
"54684.89","","","31-AUG-13","60015","SEV_DIST","Teller"
"40768.91","","","31-AUG-12","60015","SEV_DIST","Teller"
"105.98","","","31-AUG-18","58009","SEV_DIST","Sedgwick"
"142.04","","","31-AUG-17","58009","SEV_DIST","Sedgwick"
"1379.6","","","31-AUG-16","58009","SEV_DIST","Sedgwick"
"6670.53","","","31-AUG-15","58009","SEV_DIST","Sedgwick"
"474.04","","","31-AUG-14","58009","SEV_DIST","Sedgwick"
"1339.64","","","31-AUG-13","58009","SEV_DIST","Sedgwick"
"5725.31","","","31-AUG-12","58009","SEV_DIST","Sedgwick"
"154300.01","","","31-AUG-18","57010","SEV_DIST","San Miguel"
"76338.44","","","31-AUG-17","57010","SEV_DIST","San Miguel"
"122012.81","","","31-AUG-16","57010","SEV_DIST","San Miguel"
"476739.92","","","31-AUG-15","57010","SEV_DIST","San Miguel"
"444580.55","","","31-AUG-14","57010","SEV_DIST","San Miguel"
"288430.49","","","31-AUG-13","57010","SEV_DIST","San Miguel"
"243566.68","","","31-AUG-12","57010","SEV_DIST","San Miguel"
"389.7","","","31-AUG-18","57017","SEV_DIST","San Miguel"
"248.53","","","31-AUG-17","57017","SEV_DIST","San Miguel"
"341.8","","","31-AUG-16","57017","SEV_DIST","San Miguel"
"1144.89","","","31-AUG-15","57017","SEV_DIST","San Miguel"
"1089.54","","","31-AUG-14","57017","SEV_DIST","San Miguel"
"734.38","","","31-AUG-13","57017","SEV_DIST","San Miguel"
"685.56","","","31-AUG-12","57017","SEV_DIST","San Miguel"
"11.17","","","31-AUG-18","55002","SEV_DIST","Saguache"
"31.12","","","31-AUG-17","55002","SEV_DIST","Saguache"
"38.79","","","31-AUG-16","55002","SEV_DIST","Saguache"
"120.62","","","31-AUG-15","55002","SEV_DIST","Saguache"
"69.86","","","31-AUG-14","55002","SEV_DIST","Saguache"
"41.37","","","31-AUG-13","55002","SEV_DIST","Saguache"
"36.93","","","31-AUG-12","55002","SEV_DIST","Saguache"
"18130.35","","","31-AUG-18","56001","SEV_DIST","San Juan"
"11513.23","","","31-AUG-17","56001","SEV_DIST","San Juan"
"18357.02","","","31-AUG-16","56001","SEV_DIST","San Juan"
"56495.51","","","31-AUG-15","56001","SEV_DIST","San Juan"
"27312.07","","","31-AUG-14","56001","SEV_DIST","San Juan"
"25419.43","","","31-AUG-13","56001","SEV_DIST","San Juan"
"21731.56","","","31-AUG-12","56001","SEV_DIST","San Juan"
"109093.12","","","31-AUG-18","64029","SEV_DIST","Adams, Weld"
"59218.13","","","31-AUG-17","64029","SEV_DIST","Adams, Weld"
"271628.92","","","31-AUG-15","64029","SEV_DIST","Adams, Weld"
"90686.73","","","31-AUG-16","64029","SEV_DIST","Adams, Weld"
"231892.24","","","31-AUG-14","64029","SEV_DIST","Adams, Weld"
"106426.65","","","31-AUG-13","64029","SEV_DIST","Adams, Weld"
"115496.15","","","31-AUG-12","64029","SEV_DIST","Adams, Weld"
"40502.4","","","31-AUG-18","63012","SEV_DIST","Yuma"
"28701.23","","","31-AUG-17","63012","SEV_DIST","Yuma"
"38524.27","","","31-AUG-16","63012","SEV_DIST","Yuma"
"167864.84","","","31-AUG-15","63012","SEV_DIST","Yuma"
"128313.88","","","31-AUG-14","63012","SEV_DIST","Yuma"
"86657.18","","","31-AUG-13","63012","SEV_DIST","Yuma"
"199928.46","","","31-AUG-12","63012","SEV_DIST","Yuma"
"103619.67","","","31-AUG-18","62043","SEV_DIST","Weld"
"62593.94","","","31-AUG-17","62043","SEV_DIST","Weld"
"74207.09","","","31-AUG-16","62043","SEV_DIST","Weld"
"201376.26","","","31-AUG-15","62043","SEV_DIST","Weld"
"165706.24","","","31-AUG-14","62043","SEV_DIST","Weld"
"87232.42","","","31-AUG-13","62043","SEV_DIST","Weld"
"99430.54","","","31-AUG-12","62043","SEV_DIST","Weld"
"11449.35","","","31-AUG-18","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"6125.4","","","31-AUG-17","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"12564.3","","","31-AUG-16","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"34152.76","","","31-AUG-15","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"29416.2","","","31-AUG-14","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"17771.57","","","31-AUG-13","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"23096.08","","","31-AUG-12","64085","SEV_DIST","Arapahoe, Douglas, Jefferson"
"5819.88","","","31-AUG-17","34015","SEV_DIST","La Plata"
"12661.31","","","31-AUG-18","34015","SEV_DIST","La Plata"
"29239.34","","","31-AUG-15","34015","SEV_DIST","La Plata"
"10521.91","","","31-AUG-16","34015","SEV_DIST","La Plata"
"44820.4","","","31-AUG-14","34015","SEV_DIST","La Plata"
"20963.72","","","31-AUG-13","34015","SEV_DIST","La Plata"
"28012.73","","","31-AUG-12","34015","SEV_DIST","La Plata"
"71.86","","","31-AUG-18","31003","SEV_DIST","Kiowa"
"19.45","","","31-AUG-17","31003","SEV_DIST","Kiowa"
"59.19","","","31-AUG-16","31003","SEV_DIST","Kiowa"
"248.27","","","31-AUG-15","31003","SEV_DIST","Kiowa"
"395.94","","","31-AUG-14","31003","SEV_DIST","Kiowa"
"336.52","","","31-AUG-13","31003","SEV_DIST","Kiowa"
"389.82","","","31-AUG-12","31003","SEV_DIST","Kiowa"
"783.95","","","31-AUG-18","31008","SEV_DIST","Kiowa"
"400.67","","","31-AUG-17","31008","SEV_DIST","Kiowa"
"1238.06","","","31-AUG-16","31008","SEV_DIST","Kiowa"
"1934.61","","","31-AUG-15","31008","SEV_DIST","Kiowa"
"3120.11","","","31-AUG-14","31008","SEV_DIST","Kiowa"
"1774.74","","","31-AUG-12","31008","SEV_DIST","Kiowa"
"2635.32","","","31-AUG-13","31008","SEV_DIST","Kiowa"
"6.72","","","31-AUG-17","30053","SEV_DIST","Jefferson"
"10.36","","","31-AUG-18","30053","SEV_DIST","Jefferson"
"8.42","","","31-AUG-16","30053","SEV_DIST","Jefferson"
"28.54","","","31-AUG-15","30053","SEV_DIST","Jefferson"
"25.84","","","31-AUG-14","30053","SEV_DIST","Jefferson"
"16.04","","","31-AUG-13","30053","SEV_DIST","Jefferson"
"12.33","","","31-AUG-12","30053","SEV_DIST","Jefferson"
"93117.67","","","31-AUG-18","24005","SEV_DIST","Gilpin"
"52555.99","","","31-AUG-17","24005","SEV_DIST","Gilpin"
"200436.68","","","31-AUG-15","24005","SEV_DIST","Gilpin"
"65621.86","","","31-AUG-16","24005","SEV_DIST","Gilpin"
"146959.38","","","31-AUG-14","24005","SEV_DIST","Gilpin"
"62014.92","","","31-AUG-13","24005","SEV_DIST","Gilpin"
"63095.48","","","31-AUG-12","24005","SEV_DIST","Gilpin"
"3659.4","","","31-AUG-18","15020","SEV_DIST","Delta"
"4416.59","","","31-AUG-17","15020","SEV_DIST","Delta"
"9961.54","","","31-AUG-16","15020","SEV_DIST","Delta"
"24959.59","","","31-AUG-15","15020","SEV_DIST","Delta"
"20901.97","","","31-AUG-13","15020","SEV_DIST","Delta"
"28139.75","","","31-AUG-14","15020","SEV_DIST","Delta"
"22960.49","","","31-AUG-12","15020","SEV_DIST","Delta"
"7093.79","","","31-AUG-18","15025","SEV_DIST","Delta"
"7547.58","","","31-AUG-17","15025","SEV_DIST","Delta"
"14221.24","","","31-AUG-16","15025","SEV_DIST","Delta"
"39056.67","","","31-AUG-15","15025","SEV_DIST","Delta"
"44368.35","","","31-AUG-14","15025","SEV_DIST","Delta"
"28835.9","","","31-AUG-13","15025","SEV_DIST","Delta"
"28762.83","","","31-AUG-12","15025","SEV_DIST","Delta"
"752.8","","","31-AUG-18","05011","SEV_DIST","Baca"
"85.09","","","31-AUG-17","05011","SEV_DIST","Baca"
"121.95","","","31-AUG-16","05011","SEV_DIST","Baca"
"745.17","","","31-AUG-15","05011","SEV_DIST","Baca"
"1962.61","","","31-AUG-13","05011","SEV_DIST","Baca"
"923.85","","","31-AUG-14","05011","SEV_DIST","Baca"
"1068.19","","","31-AUG-12","05011","SEV_DIST","Baca"
"23.87","","","31-AUG-18","05016","SEV_DIST","Baca"
"2.68","","","31-AUG-17","05016","SEV_DIST","Baca"
"23.58","","","31-AUG-15","05016","SEV_DIST","Baca"
"3.89","","","31-AUG-16","05016","SEV_DIST","Baca"
"1182.07","","","31-AUG-14","05016","SEV_DIST","Baca"
"26.79","","","31-AUG-13","05016","SEV_DIST","Baca"
"33.06","","","31-AUG-12","05016","SEV_DIST","Baca"
"113907.11","","","31-AUG-18","64060","SEV_DIST","Boulder, Weld"
"70146.7","","","31-AUG-17","64060","SEV_DIST","Boulder, Weld"
"85326.17","","","31-AUG-16","64060","SEV_DIST","Boulder, Weld"
"243452.49","","","31-AUG-15","64060","SEV_DIST","Boulder, Weld"
"200251.93","","","31-AUG-14","64060","SEV_DIST","Boulder, Weld"
"96173.48","","","31-AUG-13","64060","SEV_DIST","Boulder, Weld"
"100764.85","","","31-AUG-12","64060","SEV_DIST","Boulder, Weld"
"1896.03","","","31-AUG-18","62051","SEV_DIST","Weld"
"961.7","","","31-AUG-17","62051","SEV_DIST","Weld"
"1206.81","","","31-AUG-16","62051","SEV_DIST","Weld"
"3518.48","","","31-AUG-15","62051","SEV_DIST","Weld"
"2992.2","","","31-AUG-14","62051","SEV_DIST","Weld"
"1510.85","","","31-AUG-13","62051","SEV_DIST","Weld"
"1631.26","","","31-AUG-12","62051","SEV_DIST","Weld"
"2142744.39","","","31-AUG-18","62056","SEV_DIST","Weld"
"1334675.38","","","31-AUG-17","62056","SEV_DIST","Weld"
"1666460.21","","","31-AUG-16","62056","SEV_DIST","Weld"
"4821921.65","","","31-AUG-15","62056","SEV_DIST","Weld"
"4126947.4","","","31-AUG-14","62056","SEV_DIST","Weld"
"2082377.02","","","31-AUG-13","62056","SEV_DIST","Weld"
"2292173.69","","","31-AUG-12","62056","SEV_DIST","Weld"
"618.91","","","31-AUG-18","59028","SEV_DIST","Summit"
"339.98","","","31-AUG-17","59028","SEV_DIST","Summit"
"539.92","","","31-AUG-16","59028","SEV_DIST","Summit"
"76.65","","","31-AUG-15","59028","SEV_DIST","Summit"
"98.4","","","31-AUG-14","59028","SEV_DIST","Summit"
"65.57","","","31-AUG-13","59028","SEV_DIST","Summit"
"56.23","","","31-AUG-12","59028","SEV_DIST","Summit"
"1708.54","","","31-AUG-18","57008","SEV_DIST","San Miguel"
"1100.27","","","31-AUG-17","57008","SEV_DIST","San Miguel"
"1593.74","","","31-AUG-16","57008","SEV_DIST","San Miguel"
"5338.43","","","31-AUG-15","57008","SEV_DIST","San Miguel"
"4354.13","","","31-AUG-14","57008","SEV_DIST","San Miguel"
"2771","","","31-AUG-12","57008","SEV_DIST","San Miguel"
"2934.08","","","31-AUG-13","57008","SEV_DIST","San Miguel"
"78665.87","","","31-AUG-18","44010","SEV_DIST","Morgan"
"52376.06","","","31-AUG-17","44010","SEV_DIST","Morgan"
"47944.16","","","31-AUG-16","44010","SEV_DIST","Morgan"
"133872.49","","","31-AUG-15","44010","SEV_DIST","Morgan"
"81314.83","","","31-AUG-13","44010","SEV_DIST","Morgan"
"125883.96","","","31-AUG-14","44010","SEV_DIST","Morgan"
"96725.7","","","31-AUG-12","44010","SEV_DIST","Morgan"
"13.95","","","31-AUG-18","45001","SEV_DIST","Otero"
"1.87","","","31-AUG-16","45001","SEV_DIST","Otero"
"35.17","","","31-AUG-15","45001","SEV_DIST","Otero"
"19.29","","","31-AUG-14","45001","SEV_DIST","Otero"
"14.88","","","31-AUG-13","45001","SEV_DIST","Otero"
"27.89","","","31-AUG-12","45001","SEV_DIST","Otero"
"71247.14","","","31-AUG-18","42004","SEV_DIST","Montezuma"
"50267.45","","","31-AUG-17","42004","SEV_DIST","Montezuma"
"51513.17","","","31-AUG-16","42004","SEV_DIST","Montezuma"
"155067.29","","","31-AUG-15","42004","SEV_DIST","Montezuma"
"148985.66","","","31-AUG-14","42004","SEV_DIST","Montezuma"
"122115.32","","","31-AUG-13","42004","SEV_DIST","Montezuma"
"150100.12","","","31-AUG-12","42004","SEV_DIST","Montezuma"
"192987.87","","","31-AUG-18","64266","SEV_DIST","Larimer, Weld"
"122803.75","","","31-AUG-17","64266","SEV_DIST","Larimer, Weld"
"149742.02","","","31-AUG-16","64266","SEV_DIST","Larimer, Weld"
"382501.59","","","31-AUG-15","64266","SEV_DIST","Larimer, Weld"
"309002.83","","","31-AUG-14","64266","SEV_DIST","Larimer, Weld"
"142529.9","","","31-AUG-13","64266","SEV_DIST","Larimer, Weld"
"143205.94","","","31-AUG-12","64266","SEV_DIST","Larimer, Weld"
"1062.61","","","31-AUG-18","07033","SEV_DIST","Boulder"
"947.54","","","31-AUG-17","07033","SEV_DIST","Boulder"
"1139.12","","","31-AUG-16","07033","SEV_DIST","Boulder"
"3086.24","","","31-AUG-15","07033","SEV_DIST","Boulder"
"2642.32","","","31-AUG-14","07033","SEV_DIST","Boulder"
"1234.19","","","31-AUG-13","07033","SEV_DIST","Boulder"
"1078.82","","","31-AUG-12","07033","SEV_DIST","Boulder"
"241.61","","","31-AUG-18","38005","SEV_DIST","Logan"
"388.54","","","31-AUG-17","38005","SEV_DIST","Logan"
"487.3","","","31-AUG-16","38005","SEV_DIST","Logan"
"1999.53","","","31-AUG-15","38005","SEV_DIST","Logan"
"2232.59","","","31-AUG-14","38005","SEV_DIST","Logan"
"1496.36","","","31-AUG-13","38005","SEV_DIST","Logan"
"1536.58","","","31-AUG-12","38005","SEV_DIST","Logan"
"522.71","","","31-AUG-18","53005","SEV_DIST","Rio Grande"
"410.09","","","31-AUG-16","53005","SEV_DIST","Rio Grande"
"957.88","","","31-AUG-15","53005","SEV_DIST","Rio Grande"
"1423.26","","","31-AUG-14","53005","SEV_DIST","Rio Grande"
"1389.04","","","31-AUG-13","53005","SEV_DIST","Rio Grande"
"879.49","","","31-AUG-12","53005","SEV_DIST","Rio Grande"
"90867.9","","","31-AUG-18","54005","SEV_DIST","Routt"
"54201.97","","","31-AUG-17","54005","SEV_DIST","Routt"
"68443.2","","","31-AUG-16","54005","SEV_DIST","Routt"
"266398.64","","","31-AUG-15","54005","SEV_DIST","Routt"
"218775.79","","","31-AUG-14","54005","SEV_DIST","Routt"
"143898.91","","","31-AUG-13","54005","SEV_DIST","Routt"
"185282.71","","","31-AUG-12","54005","SEV_DIST","Routt"
"433.68","","","31-AUG-18","48004","SEV_DIST","Phillips"
"544.35","","","31-AUG-17","48004","SEV_DIST","Phillips"
"669.24","","","31-AUG-16","48004","SEV_DIST","Phillips"
"6281.09","","","31-AUG-15","48004","SEV_DIST","Phillips"
"8121.67","","","31-AUG-13","48004","SEV_DIST","Phillips"
"1533.42","","","31-AUG-14","48004","SEV_DIST","Phillips"
"7652.77","","","31-AUG-12","48004","SEV_DIST","Phillips"
"174580.37","","","31-AUG-17","52015","SEV_DIST","Rio Blanco"
"249281.06","","","31-AUG-18","52015","SEV_DIST","Rio Blanco"
"215593.41","","","31-AUG-16","52015","SEV_DIST","Rio Blanco"
"608527.05","","","31-AUG-15","52015","SEV_DIST","Rio Blanco"
"569440.59","","","31-AUG-14","52015","SEV_DIST","Rio Blanco"
"312415.86","","","31-AUG-13","52015","SEV_DIST","Rio Blanco"
"430817.18","","","31-AUG-12","52015","SEV_DIST","Rio Blanco"
"221314.78","","","31-AUG-17","62011","SEV_DIST","Weld"
"352935.6","","","31-AUG-18","62011","SEV_DIST","Weld"
"279666.7","","","31-AUG-16","62011","SEV_DIST","Weld"
"856763.13","","","31-AUG-15","62011","SEV_DIST","Weld"
"731906.15","","","31-AUG-14","62011","SEV_DIST","Weld"
"377577.2","","","31-AUG-13","62011","SEV_DIST","Weld"
"394613.17","","","31-AUG-12","62011","SEV_DIST","Weld"
"20578.57","","","31-AUG-18","62029","SEV_DIST","Weld"
"13043.85","","","31-AUG-17","62029","SEV_DIST","Weld"
"62112.26","","","31-AUG-15","62029","SEV_DIST","Weld"
"20586.73","","","31-AUG-16","62029","SEV_DIST","Weld"
"62806.61","","","31-AUG-14","62029","SEV_DIST","Weld"
"32648.15","","","31-AUG-13","62029","SEV_DIST","Weld"
"34453.14","","","31-AUG-12","62029","SEV_DIST","Weld"
"19540.81","","","31-AUG-18","62033","SEV_DIST","Weld"
"13371.07","","","31-AUG-17","62033","SEV_DIST","Weld"
"42570.98","","","31-AUG-15","62033","SEV_DIST","Weld"
"15117.94","","","31-AUG-16","62033","SEV_DIST","Weld"
"38114.53","","","31-AUG-14","62033","SEV_DIST","Weld"
"19029.7","","","31-AUG-13","62033","SEV_DIST","Weld"
"19670.59","","","31-AUG-12","62033","SEV_DIST","Weld"
"33568.51","","","31-AUG-18","62035","SEV_DIST","Weld"
"28163.57","","","31-AUG-17","62035","SEV_DIST","Weld"
"29894.55","","","31-AUG-16","62035","SEV_DIST","Weld"
"77157.14","","","31-AUG-15","62035","SEV_DIST","Weld"
"75999.14","","","31-AUG-14","62035","SEV_DIST","Weld"
"37790.93","","","31-AUG-13","62035","SEV_DIST","Weld"
"40770.33","","","31-AUG-12","62035","SEV_DIST","Weld"
"55554.57","","","31-AUG-18","62037","SEV_DIST","Weld"
"32028.98","","","31-AUG-17","62037","SEV_DIST","Weld"
"41519.73","","","31-AUG-16","62037","SEV_DIST","Weld"
"109762.91","","","31-AUG-15","62037","SEV_DIST","Weld"
"100657.71","","","31-AUG-14","62037","SEV_DIST","Weld"
"52480.64","","","31-AUG-13","62037","SEV_DIST","Weld"
"56244.61","","","31-AUG-12","62037","SEV_DIST","Weld"
"75678.32","","","31-AUG-18","62038","SEV_DIST","Adams, Weld"
"43962.19","","","31-AUG-17","62038","SEV_DIST","Adams, Weld"
"152053.39","","","31-AUG-15","62038","SEV_DIST","Adams, Weld"
"55091.37","","","31-AUG-16","62038","SEV_DIST","Adams, Weld"
"152514.22","","","31-AUG-14","62038","SEV_DIST","Adams, Weld"
"70233.66","","","31-AUG-13","62038","SEV_DIST","Adams, Weld"
"79128.46","","","31-AUG-12","62038","SEV_DIST","Adams, Weld"
"49554.08","","","31-AUG-18","62040","SEV_DIST","Weld"
"30186.78","","","31-AUG-17","62040","SEV_DIST","Weld"
"41648.91","","","31-AUG-16","62040","SEV_DIST","Weld"
"110043.61","","","31-AUG-15","62040","SEV_DIST","Weld"
"88453.78","","","31-AUG-14","62040","SEV_DIST","Weld"
"44969.81","","","31-AUG-13","62040","SEV_DIST","Weld"
"43383.68","","","31-AUG-12","62040","SEV_DIST","Weld"
"8276.88","","","31-AUG-18","62045","SEV_DIST","Weld"
"6194.09","","","31-AUG-17","62045","SEV_DIST","Weld"
"7414.88","","","31-AUG-16","62045","SEV_DIST","Weld"
"19344.17","","","31-AUG-15","62045","SEV_DIST","Weld"
"18207.15","","","31-AUG-14","62045","SEV_DIST","Weld"
"7663.29","","","31-AUG-13","62045","SEV_DIST","Weld"
"8351.91","","","31-AUG-12","62045","SEV_DIST","Weld"
"20510.79","","","31-AUG-18","62046","SEV_DIST","Weld"
"12870","","","31-AUG-17","62046","SEV_DIST","Weld"
"12407.98","","","31-AUG-16","62046","SEV_DIST","Weld"
"29357.27","","","31-AUG-15","62046","SEV_DIST","Weld"
"26653.32","","","31-AUG-14","62046","SEV_DIST","Weld"
"14407.69","","","31-AUG-13","62046","SEV_DIST","Weld"
"16733.34","","","31-AUG-12","62046","SEV_DIST","Weld"
"52046.39","","","31-AUG-18","62050","SEV_DIST","Weld"
"29904.78","","","31-AUG-17","62050","SEV_DIST","Weld"
"129120.54","","","31-AUG-15","62050","SEV_DIST","Weld"
"39561.12","","","31-AUG-16","62050","SEV_DIST","Weld"
"107356.96","","","31-AUG-14","62050","SEV_DIST","Weld"
"56521.71","","","31-AUG-13","62050","SEV_DIST","Weld"
"71048.1","","","31-AUG-12","62050","SEV_DIST","Weld"
"32149.45","","","31-AUG-17","62053","SEV_DIST","Weld"
"54670.64","","","31-AUG-18","62053","SEV_DIST","Weld"
"39417.43","","","31-AUG-16","62053","SEV_DIST","Weld"
"99807.82","","","31-AUG-15","62053","SEV_DIST","Weld"
"85266.86","","","31-AUG-14","62053","SEV_DIST","Weld"
"43030.47","","","31-AUG-13","62053","SEV_DIST","Weld"
"39984.77","","","31-AUG-12","62053","SEV_DIST","Weld"
"19945.3","","","31-AUG-18","62003","SEV_DIST","Weld"
"13947.93","","","31-AUG-17","62003","SEV_DIST","Weld"
"17118.53","","","31-AUG-16","62003","SEV_DIST","Weld"
"56455.98","","","31-AUG-15","62003","SEV_DIST","Weld"
"22525.5","","","31-AUG-13","62003","SEV_DIST","Weld"
"45155.9","","","31-AUG-14","62003","SEV_DIST","Weld"
"24301.34","","","31-AUG-12","62003","SEV_DIST","Weld"
"58446.31","","","31-AUG-18","62007","SEV_DIST","Weld"
"33284.78","","","31-AUG-17","62007","SEV_DIST","Weld"
"42813.04","","","31-AUG-16","62007","SEV_DIST","Weld"
"119520.81","","","31-AUG-15","62007","SEV_DIST","Weld"
"103929.28","","","31-AUG-14","62007","SEV_DIST","Weld"
"52653.39","","","31-AUG-13","62007","SEV_DIST","Weld"
"61047.94","","","31-AUG-12","62007","SEV_DIST","Weld"
"54763.82","","","31-AUG-17","62008","SEV_DIST","Weld"
"84349.85","","","31-AUG-18","62008","SEV_DIST","Weld"
"61312.29","","","31-AUG-16","62008","SEV_DIST","Weld"
"168202.7","","","31-AUG-15","62008","SEV_DIST","Weld"
"135952.36","","","31-AUG-14","62008","SEV_DIST","Weld"
"70663.28","","","31-AUG-13","62008","SEV_DIST","Weld"
"70044.96","","","31-AUG-12","62008","SEV_DIST","Weld"
"137950.55","","","31-AUG-18","62012","SEV_DIST","Weld"
"80794.39","","","31-AUG-17","62012","SEV_DIST","Weld"
